Symbol, Moving Average, Total Volume, Creation Time
NVDA, 120.518, 3679827, 1727714756623
NVDA, 120.498, 3621251, 1727714816622
NVDA, 120.497, 3812431, 1727714876622
NVDA, 120.498, 3995776, 1727714936622
NVDA, 120.503, 4157448, 1727714996622
NVDA, 120.521, 4349152, 1727715056622
NVDA, 120.526, 4205882, 1727715116622
NVDA, 120.539, 4142087, 1727715176622
NVDA, 120.549, 3975289, 1727715236622
NVDA, 120.566, 3849843, 1727715296622
NVDA, 120.579, 3746049, 1727715356622
NVDA, 120.582, 3661881, 1727715416622
NVDA, 120.588, 3657133, 1727715476622
NVDA, 120.595, 3700194, 1727715536622
NVDA, 120.599, 3722128, 1727715596622
NVDA, 120.606, 3717027, 1727715656622
NVDA, 120.609, 3596072, 1727715716622
NVDA, 120.603, 3596576, 1727715776622
NVDA, 120.603, 3617033, 1727715836622
NVDA, 120.591, 3483660, 1727715896622
NVDA, 120.561, 3230181, 1727715956622
NVDA, 120.537, 3115614, 1727716016622
NVDA, 120.517, 2955881, 1727716076622
NVDA, 120.492, 3167001, 1727716136622
NVDA, 120.471, 3114675, 1727716196622
NVDA, 120.454, 3166686, 1727716256622
NVDA, 120.419, 3462473, 1727716316622
NVDA, 120.372, 3893190, 1727716376622
NVDA, 120.349, 3951435, 1727716436622
NVDA, 120.331, 4036948, 1727716496622
NVDA, 120.303, 4057610, 1727716556622
NVDA, 120.255, 4481364, 1727716616622
NVDA, 120.235, 4572999, 1727716676622
NVDA, 120.223, 4622227, 1727716736622
NVDA, 120.210, 4577986, 1727716796622
NVDA, 120.199, 4521637, 1727716856622
NVDA, 120.190, 4783388, 1727716916622
NVDA, 120.182, 4855250, 1727716976622
NVDA, 120.174, 4662710, 1727717036622
NVDA, 120.171, 4615054, 1727717096622
NVDA, 120.167, 4532169, 1727717156622
NVDA, 120.159, 4201993, 1727717216622
NVDA, 120.164, 3749358, 1727717276622
NVDA, 120.162, 3763337, 1727717336622
NVDA, 120.160, 3680060, 1727717396622
NVDA, 120.206, 3705263, 1727717456622
NVDA, 120.240, 3337354, 1727717516622
NVDA, 120.242, 3213194, 1727717576622
NVDA, 120.222, 3272637, 1727717636622
NVDA, 120.216, 3276943, 1727717696622
NVDA, 120.208, 3417837, 1727717756622
NVDA, 120.201, 3191446, 1727717816622
NVDA, 120.182, 3398190, 1727717876622
NVDA, 120.164, 3533903, 1727717936622
NVDA, 120.150, 3511402, 1727717996622
NVDA, 120.129, 3528172, 1727718056622
NVDA, 120.113, 3608227, 1727718116622
NVDA, 120.100, 3646284, 1727718176622
NVDA, 120.083, 3686978, 1727718236622
NVDA, 120.071, 3779825, 1727718296622
NVDA, 120.020, 3864869, 1727718356622
NVDA, 120.012, 3881952, 1727718416622
NVDA, 120.005, 3793806, 1727718476622
NVDA, 120.000, 3602754, 1727718536622
NVDA, 120.003, 3757171, 1727718596622
NVDA, 120.004, 3640726, 1727718656622
NVDA, 120.007, 3725201, 1727718716622
NVDA, 120.011, 3536947, 1727718776622
NVDA, 120.025, 3520206, 1727718836622
NVDA, 120.041, 3623099, 1727718896622
NVDA, 120.060, 3484616, 1727718956622
NVDA, 120.067, 3269489, 1727719016622
NVDA, 120.089, 3257181, 1727719076622
NVDA, 120.182, 3582027, 1727719136622
NVDA, 120.234, 3709664, 1727719196622
NVDA, 120.282, 3632469, 1727719256623
NVDA, 120.317, 3631951, 1727719316622
NVDA, 120.355, 3862256, 1727719376622
NVDA, 120.387, 3956780, 1727719436622
NVDA, 120.426, 3964068, 1727719496622
NVDA, 120.446, 4089303, 1727719556622
NVDA, 120.461, 4125803, 1727719616622
NVDA, 120.468, 4147963, 1727719676622
NVDA, 120.479, 4177146, 1727719736622
NVDA, 120.494, 4176168, 1727719796622
NVDA, 120.497, 4302160, 1727719856622
NVDA, 120.490, 4588054, 1727719916622
NVDA, 120.492, 4597950, 1727719976622
NVDA, 120.479, 4279380, 1727720036622
NVDA, 120.456, 4296143, 1727720096622
NVDA, 120.381, 4674388, 1727720156622
NVDA, 120.352, 4911444, 1727720216622
NVDA, 120.287, 5262206, 1727720276622
